animal_id,species,breed,age_years,sex,weight_kg,activity_level,diet_type,daily_calories,protein_percent,fat_percent,previous_diseases,region,avg_temperature_c,humidity_percent,rainfall_mm,air_quality_index,local_outbreak_risk_index,symptoms_current,predicted_disease,prediction_date,vet_recommended_action
129,Bird,Cockatiel,9.0,M,10.5,Low,Commercial Kibble,942.0,33.5,18.2,Feline Upper Resp Infection,"Gujarat, India",22.2,34.2,12.6,125.3,0.3,Sneezing,None,2025-10-12,Routine Checkup
130,Hamster,Syrian,14.5,F,7.6,Low,Commercial Kibble,1763.0,30.1,17.8,Skin Allergy,"Tamil Nadu, India",27.3,74.1,184.9,84.2,0.26,Limping,Ear Infection,2025-10-04,Provide joint supplements
131,Bird,Canary,13.9,M,8.8,High,Commercial Kibble,1951.0,22.6,10.3,Arthritis,"Maharashtra, India",28.8,57.7,73.7,55.2,0.27,None,None,2025-10-18,Routine Checkup
132,Cat,Persian,13.7,M,9.4,High,Mixed Diet,1423.0,29.2,10.8,None,"Delhi, India",35.3,51.3,58.6,295.4,0.45,Vomiting,None,2025-10-12,Routine Checkup
133,Dog,Golden Retriever,2.5,F,17.3,Low,Mixed Diet,1074.0,23.4,12.3,Parvovirus,"Delhi, India",18.7,32.3,79.2,303.1,0.56,Loss of Appetite,Respiratory Infection,2025-10-07,Provide joint supplements
134,Cat,Persian,3.0,F,9.9,High,Mixed Diet,775.0,24.7,12.0,None,"Delhi, India",24.7,22.0,58.3,185.5,0.27,Sneezing,None,2025-10-07,Routine Checkup
135,Rabbit,Holland Lop,3.6,F,8.9,Low,Homemade Cooked,513.0,23.1,12.9,Parvovirus,"Maharashtra, India",28.8,58.2,165.3,114.2,0.46,None,None,2025-10-15,Routine Checkup
136,Bird,Parakeet,2.6,F,2.9,Medium,Commercial Kibble,1476.0,20.5,17.8,None,"Kerala, India",31.1,81.2,272.3,52.9,0.2,Limping,Feline Upper Resp Infection,2025-10-12,Vet exam and vaccination update
137,Dog,Beagle,9.9,M,32.7,High,Homemade Cooked,1497.0,21.3,15.2,Ear Infection,"Delhi, India",37.2,36.7,31.2,210.8,0.45,Lethargy,None,2025-10-23,Routine Checkup
138,Bird,Canary,5.6,F,9.5,Medium,Raw + Veg Mix,521.0,32.3,14.5,Arthritis,"Kerala, India",27.1,77.4,261.0,59.4,0.33,Vomiting,Respiratory Infection,2025-09-28,Vet exam and vaccination update
139,Rabbit,Holland Lop,8.8,M,4.1,High,Commercial Kibble,1212.0,30.2,14.8,None,"Tamil Nadu, India",28.5,64.9,158.3,52.5,0.41,None,None,2025-10-12,Routine Checkup
140,Bird,Canary,6.5,M,7.9,Low,Commercial Kibble,2017.0,31.7,10.5,None,"Tamil Nadu, India",30.6,63.7,92.6,58.4,0.42,None,None,2025-10-12,Routine Checkup
141,Cat,British Shorthair,11.1,M,6.3,Medium,Dry + Wet Mix,952.0,22.6,15.8,Respiratory Infection,"Delhi, India",25.0,55.3,35.8,237.3,0.44,Lethargy,None,2025-09-23,Routine Checkup
142,Cat,British Shorthair,0.8,M,6.4,High,Homemade Cooked,552.0,28.1,17.9,Ear Infection,"Tamil Nadu, India",26.1,71.5,136.1,47.3,0.35,None,None,2025-10-04,Routine Checkup
143,Hamster,Roborovski,7.7,F,2.8,Medium,Homemade Cooked,894.0,24.6,10.9,None,"Gujarat, India",26.4,37.9,63.9,149.1,0.31,None,None,2025-10-17,Routine Checkup
144,Bird,Parakeet,8.0,M,10.9,Medium,Homemade Cooked,418.0,21.2,11.8,Parvovirus,"Maharashtra, India",22.0,68.1,157.4,55.7,0.2,Loss of Appetite,Parvovirus,2025-10-07,Provide joint supplements
145,Dog,Pug,7.1,F,20.6,Medium,Dry + Wet Mix,2127.0,23.2,15.6,None,"Gujarat, India",30.9,31.4,31.1,146.4,0.31,Coughing,None,2025-10-10,Routine Checkup
146,Bird,Canary,14.0,M,10.4,Low,Homemade Cooked,532.0,21.9,10.1,None,"Gujarat, India",30.3,37.9,143.2,118.4,0.32,Watery Eyes,Feline Upper Resp Infection,2025-10-16,Administer antibiotics
147,Dog,Golden Retriever,6.1,F,39.5,Low,Raw + Veg Mix,318.0,27.2,18.3,Ear Infection,"Maharashtra, India",31.1,60.3,240.6,115.9,0.26,None,None,2025-10-02,Routine Checkup
148,Hamster,Syrian,5.3,M,4.5,Low,Mixed Diet,925.0,21.0,11.6,None,"Tamil Nadu, India",32.9,66.7,139.1,78.8,0.38,None,None,2025-10-02,Routine Checkup
149,Rabbit,Netherland Dwarf,14.6,F,6.4,High,Dry + Wet Mix,1828.0,28.1,15.1,Feline Upper Resp Infection,"Delhi, India",15.7,25.3,97.7,255.5,0.55,Limping,None,2025-10-13,Routine Checkup
150,Dog,German Shepherd,10.8,F,5.4,High,Mixed Diet,1892.0,27.2,18.2,Parvovirus,"Tamil Nadu, India",25.1,77.7,129.9,87.6,0.45,None,None,2025-10-22,Routine Checkup
151,Hamster,Syrian,6.5,F,11.6,Low,Raw + Veg Mix,1572.0,28.8,18.8,Skin Allergy,"Kerala, India",26.6,86.0,339.7,50.3,0.2,None,None,2025-09-25,Routine Checkup
152,Dog,Pug,4.8,M,7.9,Low,Mixed Diet,1303.0,27.6,11.6,Parvovirus,"Delhi, India",37.3,53.9,24.0,162.5,0.37,None,None,2025-10-01,Routine Checkup
153,Rabbit,Holland Lop,6.8,M,5.2,Low,Homemade Cooked,853.0,21.3,11.4,Respiratory Infection,"Delhi, India",26.0,51.7,13.1,193.0,0.45,Sneezing,Respiratory Infection,2025-10-06,Adjust diet: increase protein
154,Rabbit,Holland Lop,5.9,F,11.7,Low,Homemade Cooked,1249.0,27.2,13.4,Ear Infection,"Gujarat, India",37.2,54.9,19.7,99.6,0.23,None,None,2025-10-20,Routine Checkup
155,Rabbit,Netherland Dwarf,3.5,M,10.8,High,Mixed Diet,1934.0,28.3,15.6,None,"Delhi, India",25.6,24.4,54.0,202.4,0.42,None,None,2025-10-19,Routine Checkup
156,Cat,Bengal,4.2,F,11.0,High,Mixed Diet,651.0,30.9,14.8,None,"Gujarat, India",31.3,40.1,23.1,133.8,0.36,Loss of Appetite,Parvovirus,2025-09-25,Hydration therapy
157,Hamster,Syrian,4.3,M,11.5,High,Raw + Veg Mix,2108.0,28.3,18.9,Arthritis,"Delhi, India",22.0,42.6,52.5,268.9,0.61,Sneezing,None,2025-09-28,Routine Checkup
158,Cat,Bengal,5.2,M,6.3,High,Mixed Diet,2137.0,26.8,11.9,None,"Delhi, India",15.5,25.5,32.3,150.3,0.39,Sneezing,Arthritis,2025-10-09,Hydration therapy
159,Cat,British Shorthair,12.8,M,8.8,High,Mixed Diet,865.0,26.3,12.1,None,"Delhi, India",23.9,56.9,96.6,346.1,0.62,Loss of Appetite,None,2025-10-01,Routine Checkup
160,Hamster,Roborovski,3.7,M,7.9,High,Homemade Cooked,1257.0,25.7,16.0,None,"Delhi, India",19.3,27.0,18.3,272.6,0.58,None,None,2025-10-21,Routine Checkup
161,Bird,Cockatiel,1.9,M,5.0,High,Homemade Cooked,1893.0,31.0,14.7,None,"Gujarat, India",22.2,40.6,143.0,113.4,0.34,Vomiting,Parvovirus,2025-10-17,Adjust diet: increase protein
162,Dog,German Shepherd,14.2,M,37.6,High,Dry + Wet Mix,1011.0,25.8,14.4,None,"Gujarat, India",34.0,46.4,142.8,73.4,0.32,Coughing,None,2025-10-18,Routine Checkup
163,Cat,British Shorthair,5.5,M,8.8,Medium,Dry + Wet Mix,1213.0,33.3,10.4,Arthritis,"Maharashtra, India",31.1,67.2,215.3,79.8,0.34,None,None,2025-10-03,Routine Checkup
164,Bird,Canary,13.6,F,10.1,High,Raw + Veg Mix,1504.0,31.0,14.5,Arthritis,"Maharashtra, India",25.1,54.3,73.9,99.8,0.24,None,None,2025-09-23,Routine Checkup
165,Rabbit,Holland Lop,11.1,M,4.8,Medium,Dry + Wet Mix,934.0,33.3,12.1,None,"Kerala, India",27.3,70.8,276.3,56.1,0.25,Sneezing,Skin Allergy,2025-10-13,Provide joint supplements
166,Hamster,Roborovski,2.6,M,8.1,Low,Raw + Veg Mix,636.0,20.5,19.6,Parvovirus,"Tamil Nadu, India",30.6,69.9,91.0,79.6,0.29,Watery Eyes,None,2025-10-01,Routine Checkup
167,Cat,Bengal,12.2,F,3.3,Medium,Mixed Diet,941.0,31.6,18.6,Arthritis,"Maharashtra, India",29.1,43.6,199.1,51.0,0.32,None,None,2025-10-14,Routine Checkup
168,Hamster,Syrian,9.3,M,4.2,High,Mixed Diet,1245.0,21.6,16.6,Ear Infection,"Delhi, India",38.9,30.3,53.4,332.5,0.62,Watery Eyes,Respiratory Infection,2025-10-21,Vet exam and vaccination update
169,Cat,Siamese,0.8,M,7.6,Low,Mixed Diet,970.0,26.0,19.3,None,"Gujarat, India",32.4,58.5,76.7,75.6,0.36,Loss of Appetite,Ear Infection,2025-10-12,Adjust diet: increase protein
170,Dog,Labrador,10.0,F,39.3,Medium,Mixed Diet,1967.0,32.3,19.5,Ear Infection,"Maharashtra, India",30.6,67.8,60.8,99.3,0.35,None,None,2025-10-03,Routine Checkup
171,Hamster,Roborovski,0.6,M,11.6,Low,Mixed Diet,1833.0,34.9,12.9,None,"Gujarat, India",37.9,30.5,47.3,70.3,0.36,None,None,2025-09-30,Routine Checkup
172,Dog,Golden Retriever,11.2,F,14.7,Medium,Mixed Diet,1256.0,27.1,11.8,None,"Delhi, India",20.6,26.0,78.8,337.7,0.42,None,None,2025-10-21,Routine Checkup
173,Dog,Beagle,12.2,F,26.7,Low,Raw + Veg Mix,1543.0,26.0,12.1,Arthritis,"Tamil Nadu, India",33.0,70.1,198.3,60.6,0.24,None,None,2025-10-08,Routine Checkup
174,Cat,Bengal,7.6,M,8.9,Low,Homemade Cooked,586.0,24.2,14.9,Respiratory Infection,"Gujarat, India",23.8,39.5,37.8,93.8,0.26,None,None,2025-10-06,Routine Checkup
175,Bird,Canary,7.1,F,10.3,High,Raw + Veg Mix,484.0,22.5,16.7,None,"Kerala, India",31.8,89.2,331.7,38.9,0.19,None,None,2025-10-07,Routine Checkup
176,Bird,Cockatiel,13.1,F,4.1,Medium,Raw + Veg Mix,1048.0,30.4,17.7,Feline Upper Resp Infection,"Gujarat, India",30.0,31.0,135.9,144.4,0.33,Watery Eyes,None,2025-10-11,Routine Checkup
177,Hamster,Roborovski,8.1,M,3.7,Low,Homemade Cooked,1333.0,22.6,11.8,None,"Gujarat, India",23.5,44.3,92.6,134.8,0.36,Loss of Appetite,None,2025-10-22,Routine Checkup
178,Cat,Maine Coon,13.8,F,11.6,High,Mixed Diet,2097.0,32.6,13.0,None,"Delhi, India",35.9,32.4,92.8,165.3,0.41,None,None,2025-10-03,Routine Checkup
179,Hamster,Syrian,12.4,M,9.2,Low,Raw + Veg Mix,2187.0,30.1,17.5,Respiratory Infection,"Delhi, India",23.8,42.4,41.4,268.4,0.52,Sneezing,Feline Upper Resp Infection,2025-09-24,Hydration therapy
180,Hamster,Syrian,13.9,M,4.8,Low,Commercial Kibble,611.0,33.1,13.2,None,"Delhi, India",23.5,55.2,29.1,316.9,0.45,Coughing,None,2025-10-09,Routine Checkup
181,Dog,German Shepherd,1.4,F,21.0,High,Mixed Diet,807.0,26.6,11.8,None,"Delhi, India",37.7,21.5,48.5,156.0,0.33,None,None,2025-10-12,Routine Checkup
182,Cat,Maine Coon,5.2,M,3.2,Medium,Mixed Diet,480.0,24.8,17.4,Ear Infection,"Tamil Nadu, India",28.8,66.5,118.1,43.0,0.29,None,None,2025-10-13,Routine Checkup
183,Bird,Cockatiel,3.8,M,5.8,Low,Homemade Cooked,2188.0,27.0,14.6,None,"Tamil Nadu, India",29.7,76.2,80.9,50.6,0.4,Sneezing,None,2025-10-18,Routine Checkup
184,Cat,Persian,8.5,M,2.9,Medium,Mixed Diet,2152.0,30.9,14.3,None,"Delhi, India",34.8,33.3,20.8,274.5,0.41,None,None,2025-10-14,Routine Checkup
185,Rabbit,Holland Lop,3.0,F,4.4,Medium,Dry + Wet Mix,511.0,25.8,17.6,None,"Tamil Nadu, India",28.5,65.4,159.7,80.8,0.33,None,None,2025-09-29,Routine Checkup
186,Dog,German Shepherd,9.9,M,26.5,Low,Dry + Wet Mix,1256.0,26.7,14.9,Arthritis,"Maharashtra, India",33.2,55.4,188.7,58.5,0.27,None,None,2025-10-10,Routine Checkup
187,Dog,Labrador,3.7,F,33.0,High,Dry + Wet Mix,2139.0,31.6,19.3,Parvovirus,"Tamil Nadu, India",29.5,72.6,166.7,83.0,0.34,None,None,2025-10-20,Routine Checkup
188,Cat,Maine Coon,9.9,M,3.5,Medium,Homemade Cooked,636.0,24.3,12.5,Respiratory Infection,"Gujarat, India",34.1,52.6,85.1,97.2,0.35,None,None,2025-09-25,Routine Checkup
189,Hamster,Roborovski,6.1,M,6.8,Medium,Mixed Diet,1684.0,33.2,13.9,None,"Delhi, India",19.5,41.3,51.7,275.6,0.51,None,None,2025-10-14,Routine Checkup
190,Dog,Labrador,6.9,F,6.1,Low,Homemade Cooked,1292.0,33.5,12.3,Respiratory Infection,"Delhi, India",27.1,55.2,78.6,227.0,0.44,None,None,2025-09-27,Routine Checkup
191,Cat,Bengal,2.2,F,7.0,Medium,Homemade Cooked,1979.0,29.2,12.2,Parvovirus,"Tamil Nadu, India",27.3,68.8,145.4,63.4,0.4,None,None,2025-10-13,Routine Checkup
192,Dog,Pug,5.7,F,9.0,Low,Commercial Kibble,1620.0,32.8,18.4,None,"Tamil Nadu, India",29.3,78.6,85.1,63.0,0.32,Coughing,None,2025-10-03,Routine Checkup
193,Bird,Canary,11.3,F,7.2,Medium,Commercial Kibble,843.0,32.6,13.8,None,"Tamil Nadu, India",30.6,70.5,144.9,74.6,0.27,None,None,2025-09-23,Routine Checkup
194,Hamster,Roborovski,14.7,F,5.5,Low,Mixed Diet,1703.0,30.3,17.0,Skin Allergy,"Delhi, India",36.9,56.9,23.0,309.4,0.49,None,None,2025-10-20,Routine Checkup
195,Hamster,Syrian,11.9,F,6.4,High,Raw + Veg Mix,1158.0,21.5,18.5,Arthritis,"Kerala, India",30.0,82.7,330.6,30.2,0.29,Limping,Arthritis,2025-09-24,Administer antibiotics
196,Rabbit,Holland Lop,3.8,M,5.9,Medium,Raw + Veg Mix,2159.0,27.8,13.5,None,"Tamil Nadu, India",28.2,67.4,173.8,63.0,0.28,Watery Eyes,None,2025-10-16,Routine Checkup
197,Hamster,Syrian,9.8,M,4.6,Low,Dry + Wet Mix,913.0,20.8,19.3,None,"Tamil Nadu, India",32.8,71.8,184.5,40.1,0.2,None,None,2025-10-15,Routine Checkup
198,Cat,Bengal,3.1,M,5.7,Low,Commercial Kibble,658.0,28.2,14.1,None,"Maharashtra, India",22.1,60.9,102.8,94.9,0.45,Sneezing,None,2025-10-03,Routine Checkup
199,Hamster,Syrian,5.8,F,8.0,Medium,Raw + Veg Mix,2177.0,21.0,16.7,Arthritis,"Tamil Nadu, India",26.4,62.8,117.0,88.6,0.27,Loss of Appetite,None,2025-10-10,Routine Checkup
200,Rabbit,Netherland Dwarf,1.0,F,4.0,Medium,Mixed Diet,647.0,31.3,10.1,None,"Maharashtra, India",29.3,44.4,186.8,57.7,0.31,None,None,2025-10-03,Routine Checkup
201,Bird,Canary,3.6,M,3.1,High,Dry + Wet Mix,2159.0,33.3,14.3,Ear Infection,"Gujarat, India",23.6,56.4,42.2,79.1,0.2,None,None,2025-10-12,Routine Checkup
202,Dog,German Shepherd,0.9,M,13.1,Low,Homemade Cooked,1084.0,25.2,10.1,None,"Kerala, India",28.3,78.9,213.9,34.7,0.3,Sneezing,Arthritis,2025-10-04,Administer antibiotics
203,Bird,Canary,7.5,M,10.0,High,Commercial Kibble,1210.0,28.1,10.7,Parvovirus,"Tamil Nadu, India",34.8,61.9,193.9,85.4,0.38,Vomiting,None,2025-10-22,Routine Checkup
204,Rabbit,Netherland Dwarf,2.4,F,8.4,High,Raw + Veg Mix,1418.0,34.8,18.5,None,"Tamil Nadu, India",33.8,61.5,86.1,64.0,0.31,None,None,2025-09-24,Routine Checkup
205,Bird,Canary,1.8,M,10.9,Medium,Homemade Cooked,1445.0,21.5,12.4,None,"Kerala, India",28.5,71.3,385.0,50.1,0.21,Loss of Appetite,Ear Infection,2025-10-15,Administer antibiotics
206,Bird,Cockatiel,3.1,M,6.0,Low,Mixed Diet,1529.0,28.9,12.2,Parvovirus,"Maharashtra, India",26.3,54.7,118.6,52.0,0.39,Lethargy,None,2025-10-12,Routine Checkup
207,Hamster,Syrian,11.7,M,10.6,Low,Mixed Diet,1100.0,31.7,15.9,None,"Kerala, India",28.0,88.4,157.5,36.4,0.23,None,None,2025-09-29,Routine Checkup
208,Hamster,Roborovski,0.9,M,8.3,Medium,Raw + Veg Mix,1818.0,29.6,15.3,Ear Infection,"Delhi, India",39.2,50.0,37.4,231.9,0.56,Lethargy,None,2025-10-07,Routine Checkup
209,Hamster,Roborovski,9.6,M,8.5,Medium,Commercial Kibble,433.0,24.7,11.3,Ear Infection,"Kerala, India",31.8,74.5,272.4,45.3,0.37,Limping,None,2025-10-13,Routine Checkup
210,Cat,Bengal,9.1,F,4.4,High,Commercial Kibble,1023.0,29.7,10.2,Parvovirus,"Gujarat, India",34.2,54.4,109.6,133.1,0.42,Coughing,Skin Allergy,2025-10-02,Provide joint supplements
211,Bird,Canary,1.8,M,3.8,High,Raw + Veg Mix,2046.0,34.3,10.1,Arthritis,"Gujarat, India",31.5,44.2,103.5,113.6,0.4,None,None,2025-09-23,Routine Checkup
212,Cat,Maine Coon,1.6,M,4.6,Medium,Commercial Kibble,1119.0,23.1,12.9,Arthritis,"Tamil Nadu, India",25.4,60.8,104.8,86.5,0.39,Limping,Ear Infection,2025-10-22,Vet exam and vaccination update
213,Rabbit,Holland Lop,8.3,F,11.2,Medium,Commercial Kibble,1697.0,26.8,10.1,None,"Maharashtra, India",26.6,54.5,98.0,59.0,0.23,None,None,2025-10-18,Routine Checkup
214,Rabbit,Holland Lop,9.3,F,3.9,Low,Dry + Wet Mix,2015.0,25.4,15.4,None,"Maharashtra, India",22.5,49.0,150.7,109.1,0.28,None,None,2025-10-14,Routine Checkup
215,Bird,Canary,4.0,F,7.0,High,Homemade Cooked,383.0,24.2,14.5,None,"Kerala, India",28.5,77.7,188.6,50.1,0.33,None,None,2025-10-12,Routine Checkup
216,Cat,British Shorthair,3.2,M,4.5,Low,Mixed Diet,1343.0,20.9,18.5,None,"Delhi, India",35.9,36.7,14.3,347.9,0.63,None,None,2025-10-22,Routine Checkup
217,Hamster,Syrian,8.7,M,6.0,Low,Raw + Veg Mix,1360.0,28.4,17.8,None,"Maharashtra, India",32.1,48.5,215.6,88.9,0.42,Watery Eyes,None,2025-09-27,Routine Checkup
218,Rabbit,Holland Lop,6.1,M,4.5,Medium,Homemade Cooked,949.0,22.3,15.7,None,"Tamil Nadu, India",32.5,75.4,97.7,67.4,0.21,None,None,2025-10-21,Routine Checkup
219,Rabbit,Netherland Dwarf,11.3,F,5.7,High,Raw + Veg Mix,344.0,22.5,15.0,None,"Kerala, India",29.9,72.8,174.6,47.6,0.25,Sneezing,Respiratory Infection,2025-10-08,Vet exam and vaccination update
220,Hamster,Roborovski,0.7,F,3.4,Medium,Homemade Cooked,1373.0,24.3,16.6,None,"Maharashtra, India",27.0,60.5,76.6,76.5,0.4,None,None,2025-10-16,Routine Checkup
221,Bird,Parakeet,2.9,M,7.2,Medium,Commercial Kibble,1437.0,27.4,12.5,Arthritis,"Kerala, India",28.8,77.0,367.5,38.5,0.18,Watery Eyes,Ear Infection,2025-10-15,Provide joint supplements
222,Hamster,Roborovski,4.6,M,6.6,High,Dry + Wet Mix,2041.0,24.7,19.8,Skin Allergy,"Tamil Nadu, India",32.9,76.1,193.6,49.4,0.24,Loss of Appetite,None,2025-10-03,Routine Checkup
223,Bird,Parakeet,11.7,M,6.5,Low,Mixed Diet,1919.0,33.7,14.9,Skin Allergy,"Kerala, India",27.8,77.5,376.6,32.3,0.37,None,None,2025-09-25,Routine Checkup
224,Rabbit,Netherland Dwarf,6.8,F,6.7,High,Dry + Wet Mix,690.0,24.5,18.4,None,"Kerala, India",27.9,89.8,356.4,56.2,0.36,Coughing,None,2025-10-12,Routine Checkup
225,Hamster,Syrian,9.0,F,9.0,Medium,Homemade Cooked,1644.0,24.7,17.9,Arthritis,"Kerala, India",31.5,87.5,211.1,51.8,0.21,None,None,2025-09-25,Routine Checkup
226,Hamster,Roborovski,12.3,F,6.3,Low,Dry + Wet Mix,1988.0,34.3,16.1,None,"Gujarat, India",32.8,44.9,75.1,101.2,0.3,Lethargy,Ear Infection,2025-09-30,Adjust diet: increase protein
227,Bird,Parakeet,8.0,M,5.4,Medium,Raw + Veg Mix,928.0,29.0,16.3,None,"Maharashtra, India",26.2,40.4,171.6,112.4,0.22,None,None,2025-10-05,Routine Checkup
228,Dog,Beagle,14.7,M,31.8,Medium,Raw + Veg Mix,1353.0,27.1,11.0,Arthritis,"Gujarat, India",23.9,39.4,138.2,71.3,0.17,Loss of Appetite,None,2025-10-04,Routine Checkup
229,Bird,Canary,6.7,M,8.0,Low,Dry + Wet Mix,623.0,25.6,12.9,Respiratory Infection,"Delhi, India",33.0,40.7,79.2,247.5,0.45,None,None,2025-09-26,Routine Checkup
230,Hamster,Syrian,6.6,F,7.6,Low,Homemade Cooked,748.0,30.5,18.3,None,"Maharashtra, India",32.6,54.3,224.7,54.5,0.2,Loss of Appetite,None,2025-10-06,Routine Checkup
231,Hamster,Syrian,1.0,M,10.3,Low,Commercial Kibble,1043.0,29.8,11.8,Feline Upper Resp Infection,"Gujarat, India",36.1,53.3,41.2,84.8,0.19,None,None,2025-10-12,Routine Checkup
232,Cat,Persian,1.0,M,8.2,Medium,Raw + Veg Mix,727.0,24.6,13.0,None,"Gujarat, India",34.3,59.2,80.1,117.1,0.23,Watery Eyes,Arthritis,2025-10-05,Adjust diet: increase protein
233,Dog,Beagle,2.3,M,13.6,High,Mixed Diet,407.0,31.4,11.0,None,"Tamil Nadu, India",28.0,67.3,113.0,82.9,0.43,None,None,2025-10-02,Routine Checkup
234,Cat,Maine Coon,12.7,F,5.7,Medium,Homemade Cooked,1457.0,24.5,12.8,None,"Maharashtra, India",31.3,51.4,64.1,85.5,0.2,None,None,2025-10-01,Routine Checkup
235,Dog,German Shepherd,4.3,F,16.4,Medium,Commercial Kibble,644.0,26.7,17.2,None,"Tamil Nadu, India",28.6,77.9,166.0,42.5,0.27,None,None,2025-10-21,Routine Checkup
236,Dog,Beagle,3.8,F,29.0,High,Raw + Veg Mix,969.0,23.3,19.1,Parvovirus,"Delhi, India",31.7,39.4,38.1,164.6,0.33,None,None,2025-10-02,Routine Checkup
237,Hamster,Syrian,5.0,M,9.2,Medium,Mixed Diet,1553.0,32.7,15.6,Parvovirus,"Maharashtra, India",33.3,54.8,142.9,97.9,0.34,Lethargy,Parvovirus,2025-10-04,Adjust diet: increase protein
238,Dog,Beagle,8.3,F,20.9,Medium,Homemade Cooked,1364.0,24.8,19.9,None,"Kerala, India",27.1,81.8,366.9,59.2,0.4,None,None,2025-10-09,Routine Checkup
239,Bird,Canary,2.3,M,6.5,Low,Raw + Veg Mix,468.0,25.4,10.4,None,"Delhi, India",33.8,49.4,48.0,193.7,0.43,Loss of Appetite,None,2025-10-18,Routine Checkup
240,Bird,Cockatiel,6.3,M,11.4,Medium,Commercial Kibble,2003.0,30.2,16.4,Arthritis,"Tamil Nadu, India",30.8,68.2,112.3,51.1,0.29,None,None,2025-10-07,Routine Checkup
241,Bird,Parakeet,10.0,M,8.7,Medium,Dry + Wet Mix,698.0,34.2,12.2,Feline Upper Resp Infection,"Kerala, India",27.5,78.3,312.6,32.9,0.3,None,None,2025-09-30,Routine Checkup
242,Hamster,Syrian,7.5,M,10.0,High,Mixed Diet,1169.0,28.6,13.3,Feline Upper Resp Infection,"Gujarat, India",31.8,32.8,40.2,128.7,0.31,Coughing,Skin Allergy,2025-10-03,Administer antibiotics
243,Cat,Persian,5.6,M,4.6,Low,Dry + Wet Mix,743.0,21.8,15.9,None,"Kerala, India",29.2,76.2,378.4,31.3,0.22,None,None,2025-09-23,Routine Checkup
244,Cat,British Shorthair,6.9,F,3.5,Low,Homemade Cooked,639.0,29.1,10.0,None,"Delhi, India",20.0,37.3,49.2,173.0,0.5,None,None,2025-10-06,Routine Checkup
245,Cat,Persian,5.1,F,6.9,High,Dry + Wet Mix,328.0,24.5,10.5,None,"Maharashtra, India",23.8,57.1,152.1,58.0,0.39,Lethargy,Skin Allergy,2025-10-22,Provide joint supplements
246,Cat,Maine Coon,8.7,M,7.3,Medium,Homemade Cooked,1787.0,26.7,10.8,None,"Tamil Nadu, India",33.7,71.9,84.7,88.2,0.32,Lethargy,Ear Infection,2025-10-07,Vet exam and vaccination update
247,Rabbit,Netherland Dwarf,1.0,M,6.8,Medium,Mixed Diet,1652.0,30.8,15.4,None,"Kerala, India",26.7,75.0,307.4,41.4,0.39,None,None,2025-10-08,Routine Checkup
248,Cat,British Shorthair,11.4,M,3.2,High,Commercial Kibble,1556.0,24.4,18.0,None,"Delhi, India",33.8,49.9,10.9,174.7,0.33,Watery Eyes,None,2025-09-29,Routine Checkup
249,Cat,Persian,2.4,F,11.8,High,Dry + Wet Mix,774.0,27.4,18.5,None,"Tamil Nadu, India",31.5,72.0,149.1,58.9,0.4,Coughing,None,2025-10-10,Routine Checkup
250,Dog,German Shepherd,3.1,F,18.3,Low,Commercial Kibble,1970.0,24.9,12.6,None,"Maharashtra, India",22.7,53.3,90.5,81.7,0.27,Watery Eyes,Arthritis,2025-10-10,Administer antibiotics
251,Bird,Parakeet,12.1,F,2.6,Medium,Mixed Diet,794.0,33.3,18.4,Parvovirus,"Delhi, India",17.0,26.3,43.7,208.7,0.35,None,None,2025-10-20,Routine Checkup
252,Hamster,Roborovski,6.0,M,9.2,High,Raw + Veg Mix,903.0,20.3,15.3,None,"Kerala, India",31.3,70.9,222.1,30.5,0.32,Lethargy,None,2025-10-19,Routine Checkup
253,Rabbit,Netherland Dwarf,14.6,M,9.8,High,Mixed Diet,1184.0,26.4,17.9,Parvovirus,"Delhi, India",35.9,29.9,96.3,186.2,0.35,None,None,2025-09-29,Routine Checkup
254,Hamster,Roborovski,3.9,F,10.0,Medium,Commercial Kibble,1563.0,22.0,10.9,None,"Delhi, India",34.9,51.5,30.6,341.1,0.68,Lethargy,None,2025-10-13,Routine Checkup
255,Bird,Canary,7.6,F,11.6,Medium,Raw + Veg Mix,787.0,33.8,18.3,Ear Infection,"Kerala, India",28.9,82.1,296.2,49.6,0.23,Vomiting,None,2025-09-27,Routine Checkup
256,Bird,Parakeet,7.1,M,3.1,Medium,Dry + Wet Mix,733.0,24.6,10.7,None,"Kerala, India",29.9,88.5,178.8,58.4,0.22,Limping,None,2025-09-25,Routine Checkup
257,Rabbit,Netherland Dwarf,4.0,F,6.8,Medium,Commercial Kibble,1078.0,29.8,17.0,Arthritis,"Maharashtra, India",24.9,57.2,132.4,93.4,0.22,None,None,2025-09-29,Routine Checkup
258,Bird,Parakeet,7.7,F,6.2,Medium,Mixed Diet,358.0,30.6,17.8,None,"Gujarat, India",31.1,35.5,13.0,102.0,0.27,None,None,2025-09-28,Routine Checkup
259,Dog,Golden Retriever,10.2,F,10.9,Low,Raw + Veg Mix,1122.0,27.4,14.8,None,"Kerala, India",30.8,86.7,335.5,42.5,0.42,None,None,2025-10-23,Routine Checkup
260,Hamster,Syrian,3.5,M,11.7,High,Homemade Cooked,1500.0,28.7,17.4,Skin Allergy,"Maharashtra, India",29.6,63.1,121.7,112.0,0.46,None,None,2025-10-17,Routine Checkup
